text,label
എണ്ണ കുപ്പി കൊള്ളാമല്ലോ,6
ഹായ് ചേച്ചി സൂപ്പർ ഫ്രൈ. കണ്ടിട്ട് തന്നെ കൊതിയാവുന്നു...... ,2
Thanku 4 posting such wonderful videos. U r a true inspiration. It's a humble request from ur fans not to cut short ur videos as they r perfect n simple. ,1
Njan inganaanu roast cheyyaru...uppu vellam aanu cherkaaru.. enikum timing 2+2thanne avaaru,7
Many many happy returns of the day avi God bless you,6
എന്റെ ലൈഫ് ഇങ്ങനെ തന്നെ .. പക്ഷെ രണ്ടാമത്തെ കല്യാണവും ദുരന്തം തന്നെയാ ,6
Super ചേച്ചി സുഖം മാണോ,6
Ee same kari thanneya njan vaykkaru. Ente veedu thrissur kuthampully aanu ,6
Jan's commentary was awesome...,6
"Tried this recipe veena, came out well ",2
Try cheyyam easy recipe veena chechi,2
ചെട്ടിനാട് സ്റ്റൈൽ വിഭവങ്ങൾ എല്ലാം സൂപ്പർ ആണ്,6
Super ,2
Theerchyaum undakkum thank u,1
വീട് ഒരു കരുതൽ ആണ്. ,6
"വീണ ചേച്ചീ... സൂപ്പർ,,",6
Chechykutttyyy.... hair secret valladhum undo,7
"Thanks chechi, get well soon!",6
OTG ൽ patuo chechi,7
I tried it came out awesome .now making every week...guys do try...,6
2nd suprb veena അവൽ വിളയിച്ചത് റെസിപ്പി  മറക്കല്ലേ ,6
Veg biriyani undakki super ethum undakkum,6
Vegetable and fruits directly or juice ayitt introduce chaithitt molkh venda pinne engine okhe kodukhaam mam,7
Orupad nalayi kothichirunna recipe thank u mamoro episodsinum vendi kathirippa ipo endakum aduthad ennulla akamshayum,1
_Good vedeo._,3
Chechik sugamilla  ennu thonnunnnu,6
"Respect to u chechi!!! You deserve happiness. Thank you for story,  So much love and let God bless you more and more!!!",6
Innenthaayaalum njan ith try cheyyum veenechi,6
Enthayalm sambavam super aayitind,2
Veenechi rockzzzkandaal thanne  ariyaam veenechi beautiful n perfect perfect cake,4
ഇന്ന് മനോരമ വായിച്ചാണ് ഞാൻ ചേച്ചിയെക്കുറിച്ചു  അറിയുന്നത് ,6
Thank cheychi. Love you ,1
Orre 3 layer wedding cake recipe cheyyu mam,7
"Hi mom, as a mother i respect you. Panipuri recipe cheyyamo",7
Hai chechi. Thank you,1
Ini ingane  cheyyam,6
"Superb.. travel vlog .. coooking vlog and by the time you start yourr beauty regimen vlog,  Kerala will be glued to LN vlogs. ",3
Bread omelette  supperrr,3
Happy birthday Avi yethraamathe birthdayan,6
Hai chechiiiii today I Am making parippuvada.....,6
Mam look stunning at the restaurant ,6
Vaaayil vellum varunu ,6
Chechi ur ... kidu ,4
ലോകത്ത് എവിടെയും ഉള്ള ബാച്ചിലേഴ്സിന്റെ പ്രഭാത ഭക്ഷണങ്ങളിൽ ഒഴിവാക്കാനാകാത്ത ഒരു കിടിലൻ ഐറ്റം ........,6
"ഞങ്ങൾക്ക് സുപരിചിതം, അനു, കാപ്പി ച്ചീനോ, ചില്ലി ചിക്കൻ ഒക്കെ നമ്മൾ വോ ഗിൽ Member അല്ലേ",6
First comment today...before watching itself,6
Veenechiii... Innu new yr spcl ayit njan ullichiken and fried rice undaki. Super arunnu. Thank u chechiii for a new recipe,6
"When you  shoot your video on time management.. pl include how you plan for an year, month  and day..",6
"Ma'am is soooooo conscious abt ur skin yaaa,good keep up",6
ലക്ഷ്മി മാഡം ഒരു ആങ്ക൪ ആയതുകൊണ്ടല്ലേ മറ്റൊരു ആങ്കറിനെ ഈ പ്രോഗ്രാമിന് വിളിക്കാതിരുന്നത്.........???,6
Cooking show chechiyude anu first  ishtapettuthudangiyathum kandu thudangiyathum love you chechi,3
നല്ല സോഫ്റ്റ്‌ ബ്രെഡ് ആണല്ലോ... എന്തായാലും ട്രൈ ചെയ്ത് നോക്കണം... വീണടെ റെസിപ്പി കണ്ണുമടച്ചു ഉണ്ടാക്കി നോക്കാം.. അത്രക്ക് perfect ആയിരിക്കും ,2
Had nice hearty laugh,6
"hello veena hope u r enjoging with ur family .lovely family .though  I cannot understand malayalam  but i enjoyed watching ur vlogs . Thanks for uploading yummy recipes , tried so many recipes from Ur vlog .",6
Chechi pls show recipe of any kofta curry,7
Mind blowing,6
It is really a pleasure to watch your demonstration. ...it is  really motivated me to start cooking vegetables,4
"Hai chechi , chechi slim aayirikunathinte  tip koodi idamo",7
"Love Ur cooking ma'am... Also enjoy listening to Ur talking... and I mean it ,only yours...",4
"Mam dates pickles,Chilly gopi manchurian recipe knikkane mam",7
Wheat bread recipe ഇടാമോ,7
Njan ethu vare undakkiyathonnum perfect aayittilla.. ethonno try cheyyatte,6
Enik ippazhum ettavum tough job onion cutting aanu veenechithanks a lot veenechiii,1
NJAN VEENAYUDE ORENGE JUICE UNDAKI REALLY THERE IS  TASTE DIFFERENCE WHEN WE ADD ORENGE SKIN ,6
Looking stunning in saree...,6
Chechi food ellam try cheyyund successful akunnd thanks Chechiii ,1
Nannayit ellam explain cheyth tharunnu...ellaam nannayit manasilaakunnund..thank you sooo much..,1
I tried sadya sambar. It was super! Very happy because here where I stay  we don’t get Kerala brand sambar powders . Thanks so much !,1
ചേച്ചിയെ ഒത്തിരി ഇഷ്ടം ,4
Was searching for the perfect receipe,2
അടുത്ത ടൂറിന് സബ്സ്ക്രൈബ് റായ് ഞങ്ങളെയും കൊണ്ടുപോകും. എന്ന് പ്രതീക്ഷിക്കുന്നു,6
"Chechide beauty care,ethu parlourl anu pokunnathok oru video idamo",6
Advance Happy Christmas chechii    ,6
Chechide channel kandal chechi parayathe thanne ellarum subscribe cheyyum,6
"Ente ponnu chechi kutty video de tittle kandapol thannee ariyam sambhavam ,adipoli akum ennuu",3
"Super.,..",6
Meen curry il tomato cherkkunna ethra perund,6
ഇന്നലെ വരും എന്ന് പറഞ്ഞത് കൊണ്ട് കട്ട വെയ്റ്റിങ്.. മുട്ട stand പൊളിച്ചു പ്രേക്ഷകരുടെ കൊതി കിട്ടും try ചെയ്യും ,2
Endokke type cake anu lle ....Cake baking rasanu,6
Happy to see uuu..... ,6
Aha.. polichu  thanks,1
"thank you. tried, was really good ",1
Let me try this Zebra cake. ,6
വീണേച്ചീ,6
No time,6
Thank you sooo much chechi,1
Elegant & simple house,6
Wow Super Soft Bread. Adopoli Namukku Cheyyan pattumo ennu Vicharikkunna Recipe Anu Veena Easy Ayi Cheyyunnathu Pachaka kalayude Ranikku Ente Big Salute ,3
God bless your family ,6
Super super. Thanks. I shared this recipe  with my friends.,5
 Easy peeeceenjanum undakki!,2
mam..you are best cook I ever have seen...simple.,4
മോന് ജന്മദിനാശംസകൾ,6
Dear Veena Jan,6
Hai..... chechi ,6
Super chechi,4
E randu combo kidilamaa mohanlal Jagathy combo pole ,2
Great and congratulations Veena Chechi. You look stunning as always,6
Oven ela chechi,6
Thank you Chechi....,1
Hiee chechi..honestly speaking it was like I was travelling with you..now I don't have to waste money to see Austria again..as I always say u r superb..:),4
Endhoru simple aanu mam.... Love you dear,4
Adipoli nhanundakkum,3
Regards,1
ഇപ്പൊ കിടിലം confidence ആയി,6
Enik orupaad ishtamulla veena chechi jeevitham ennum ithupole adipoliyavate,6
ഞാൻ എന്തായാലും try ചെയ്യും ഇനിയും ovenile റെസിപി പ്രതീക്ഷിക്കുന്നു thankyou,7
Ente chechi njn ethra nerayi pudding recipe nokunu checheede new recipe kandilallo,6
"Chechi u r  good mother ., wife and a motivator chechi you are taking good decision in your life .pinne Jan chetta  u r great.arudeyum kannu tattathirikkathe   .I really loving  u and ur famiyGod bless u r family",6
Hellooo.. Njan innu first adichee,6
Clock um decoration vechathaaalleyy,6
Chechi undaakitto easy & tasty ,2
Nice and simple. Tnx chechii,5
Mam..vellayappam recipe kanikkumo??,7
Good one.will try it.why is the dough oozing out while frying the appams?,7
Thank you lakshmi for your entire onam series of cooking.  Thoroughly enjoyed wstching and learnt a lot.,1
"Chechi, ethum 8inch baking tray thanneyano",7
Eyyoo ethreyum cheriya kathiyil ulli ethra manoharamai vettiyadinu Oru nalla kaiyaddi  chechiye kondu nalla upakarama ketto njan chechide mikka recipes um try cheyditunde,6
Veena....am so...so adicted u,4
Hi ma'am..sunaderiyayittundallo..Madam kurthayokke evidunna vangunne..Recipie..Kaanatte parayamtto,6
Is this that veenamol   വാക്കുകൾ ടൈപ്പ് ചെയ്യാൻ പറ്റുന്നില്ല..... ,6
oro series il next dish etha ennu parayumo chechi chumma guess chaiyatte,7
Appreciate your hard work... Awesome chechi...,4
Thank you,1
Beauty vlog venam.. skin secret please ,6
Thank u so much for all the breakfast recipes....expecting many more,1
Colourful  !attractive! Mouthwatering! keep  going  veena   tc ,2
"Super recipe, ith puthiya oru noodle recipe anallo veenechy makkalk enthayalum undakki kodukkum",2
വിയന്ന  എപി  ഫുൾ  കണ്ടു.  വിയന്ന  മനോഹരം  പക്ഷേ  ലക്ഷ്മി  മാം  അതിലും  സുന്ദരി,4
My favourite dish,6
Chechi adipoli,4
All the best,6
ഈ video കാണുമ്പോളറിയാം you spoke from the bottom of your heart...Your black phase of your life...,6
Chechi sprrr...,4
Chechi ethinte koode kadala cherupayar vanpayar ellam cheruthu oru dosha undakkam ...garlic jeerakam ginger curry veppila ellam cherthu araykkum ennitu thengayum kurachu edum..njangal thottu peratti ennanu parayunnathu,7
 മീൻകറി my fav dish..,6
"I usually make this, but  we avoid so much toor dal but add more urud dal and no tamarind added. We use gingely oil",7
Mam perfect unniyappam undakunna Recipe onnu cheyyo next month nammude palli perunnala avda nercha kodukana,7
Chechi we are just 19hours journey awayy I stay in the Netherlands ,6
Hai Veena Jan.... തൃശ്ശൂർ മീൻ കറി നമ്മുടെ അമ്മ മാരുടെSpecial കറി Tqu വീണ.,1
"Enik sugar kazhikan patilla chechi, sharkara chertha recipe s idamo pls",7
"Enik ettavum ishttam chechi cooking cheyyumbo swayam valare aaswadichanu cheyunne. Namuk palarkum illathadum adhanu , idu kandirikkan thanne rasamanu",4
Try this recipe..,6
ആദ്യം ഞാൻ,6
Will make it surely for my kids and make this Christmas special,6
..... xmasinu try cheyame...,6
Thanku chechi for the beautiful  views of Vienna. Hats off to your husband too. Husbandinte ഒരു വലിയ സപ്പോര്‍ട്ട് ഇല്ലെങ്കിൽ ചേച്ചിക്ക് ഇതൊന്നും പറ്റില്ലല്ലോ. So proud of your family.,4
Really u r amazing maam..superb..I will definitely try..,4
Beautiful location...new place??? Nice color kurti... when u upload definitely all can try thank u Veena dear... will try ..,5
Hai chechi super dish. Njan undaakki nalla testy ayirunnu,2
"Mam, jeerakam ethane fennel /cumin",7
puthiya veetil lighting problem undo...matte aviduthe pole alla...oru brightness kooduthal illath pole,7
Adipoli ayyittudd,2
"Ma'am,how long can we keep it in the fridge",7
"Hallstatt ... wonderful place...as u said, the landscape resembles that of a fairytale...thank u for this beautiful vlog...go ahead ",6
ചേച്ചി ചെന്നൈ സ്റ്റൈല്‍ thalapakkat biriyani ഒന്നു കാണിക്കുമോ pleass,7
Ovanilla chechee,6
വീണ chechi സൂപ്പറാ ,4
Hii chechi....it's really really amazing .....felt like visualizing the old fairy tales which I have read somewhere...and chota guide is excited today....eagerly waiting for the next part .....,6
People are busy,6
"This is also useful for us chechi,",6
"thanks chechi, njan orupadu request cheytha recipe anu ethu,next recipe ku katta waiting",7
Super cake chechi ..Chechi fish cutlet recipe kaanichu tharaamo ?,7
ചേച്ചി ഞാൻ ഒരു കാര്യം പറഞ്ഞോട്ടെ പേരുചേച്ചിയോട് പറയു ഇനി ഒരുവയും ചേച്ചിയെ പറ്റിയും കുടുമ്പത്തെ പറ്റിയും ഒന്നും പറയില്ല കാരണം ഞങ്ങൾ 4ലക്ഷ ത്തിൽ കൂടുതൽ പേര് ചേച്ചിയുടെ കുടുംബത്തിൽ അംഗങ്ങൾ ആണ് ഞങ്ങൾ ഉണ്ട് കൂടെ .. ,6
It looks yummy.. tomorrow try cheyyam..,6
